row_index,run_id,task_path,finish_status,return_code,total_runtime_seconds,ttfk_wait_seconds,base_metric,mean_w40s,mean_w200s,mean_abs_error,mean_relative_error,median_w40s,median_w200s,median_abs_error,median_relative_error,p95_w40s,p95_w200s,p95_abs_error,p95_relative_error,ewma_w40s,ewma_w200s,ewma_abs_error,ewma_relative_error,risk_w40s,risk_w200s,risk_abs_error,risk_relative_error
49,solo_0001_llama3_width_8layer_wiki_bs1_1gpu_629fcf11,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/llama3_width_8layer_wiki_bs1_1gpu.yaml,completed,0,2366.6501908859937,55.475079863972496,smocc,0.308125,0.3259421487603305,0.017817148760330526,0.0546635310225917,0.49,0.491,0.0010000000000000009,0.0020366598778004093,0.4967,0.496,0.0006999999999999784,0.0014112903225806017,0.2663461753982623,0.2834611738152093,0.017114998416947025,0.060378633823425974,0.3902927938495655,0.3991008306438849,0.008808036794319407,0.02206970298736051
7,solo_0008_efficientnet_cifar100_bs64_20e_1gpu_f8427cb7,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_cifar100_bs64_20e_1gpu.yaml,completed,0,570.7867661930068,8.184562961003394,smact,0.173275,0.1846249999999999,0.011349999999999888,0.06147596479349977,0.1855,0.194,0.008500000000000008,0.04381443298969076,0.209,0.2090999999999999,9.999999999990572e-05,0.0004782400765179616,0.1617196013099941,0.1753447345744873,0.013625133264493189,0.07770483269747211,0.1823736503274985,0.1907674336436218,0.00839378331612331,0.04400008510783859
48,solo_0049_xception_imagenet_bs64_1gpu_8476da21,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs64_1gpu.yaml,completed,0,2955.527791539993,8.934156973002246,smocc,0.29352,0.3063174603174604,0.012797460317460374,0.04177842263447007,0.453,0.456,0.0030000000000000027,0.006578947368421058,0.4666,0.46775,0.0011499999999999844,0.002458578300374098,0.2505265795713761,0.2670003326626951,0.016473753091318988,0.06169937290726334,0.365911644892844,0.3742669482450388,0.00835530335219481,0.02232444887632571
41,solo_0042_resnet50_imagenet_bs64_1gpu_81b004b7,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet50_imagenet_bs64_1gpu.yaml,completed,0,1959.502102331986,8.908026405988494,smact,0.4786129032258065,0.4687828947368421,0.009830008488964426,0.020969213252720408,0.701,0.7,0.0010000000000000009,0.0014285714285714299,0.718,0.717,0.0010000000000000009,0.0013947001394700152,0.5133451892811607,0.4941159259451716,0.019229263335989066,0.03891650182941643,0.6027395231267418,0.5949747051705034,0.007764817956238401,0.013050669026363428
10,solo_0011_efficientnet_imagenet_bs32_1gpu_d1224a6f,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs32_1gpu.yaml,completed,0,2194.621616340999,8.310408464007196,drama,0.218525,0.2252412060301508,0.006716206030150801,0.02981783905584207,0.225,0.225,0.0,0.0,0.231,0.232,0.0010000000000000009,0.00431034482758621,0.1937140523211406,0.2167947029101572,0.023080650589016594,0.10646316666962818,0.2170597630802851,0.224758977235077,0.007699214154791911,0.03425542440842863
22,solo_0023_mobilenet_cifar100_bs64_20e_1gpu_edfd5f73,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs64_20e_1gpu.yaml,completed,0,442.8693032099982,8.257337496004766,smocc,0.0476285714285714,0.0427388888888888,0.0048896825396826035,0.11440827468385162,0.075,0.053,0.022,0.4150943396226415,0.0793,0.08,0.0007000000000000062,0.008750000000000077,0.0504635144742024,0.0467865288878675,0.003676985586334898,0.07859068996435851,0.0630980214756934,0.0556313544441891,0.007466667031504302,0.1342168837358628
4,solo_0005_efficientnet_cifar100_bs128_50e_1gpu_a53edb55,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_cifar100_bs128_50e_1gpu.yaml,completed,0,743.0549465229997,8.166140499000903,smact,0.222075,0.2175979899497487,0.004477010050251307,0.02057468477206619,0.2365,0.235,0.0015000000000000013,0.006382978723404261,0.2491,0.26,0.01090000000000002,0.041923076923077,0.1958310106351483,0.2202282350792573,0.024397224444108995,0.1107815464049319,0.2258765026587871,0.2332065562572515,0.00733005359846442,0.0314315931597506
16,solo_0017_maskrcnn_coco_bs8_1gpu_a47d3931,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/maskrcnn_coco_bs8_1gpu.yaml,completed,0,6702.342215857992,23.161335501994472,drama,0.385775,0.402425,0.016649999999999998,0.04137416909983226,0.3865,0.399,0.012500000000000011,0.03132832080200504,0.4581,0.4541,0.0040000000000000036,0.008808632459810622,0.3526395348866761,0.3565664822099996,0.003926947323323493,0.01101322619833549,0.395753633721669,0.4030228705524999,0.007269236830830916,0.018036784912145543
15,solo_0016_inception_imagenet_bs64_1gpu_db9abfc5,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs64_1gpu.yaml,completed,0,3072.5587011459866,8.898236471985001,drama,0.3174146341463414,0.33222,0.014805365853658603,0.04456494447552406,0.334,0.334,0.0,0.0,0.338,0.34105,0.003049999999999997,0.008942970238967885,0.2832623588799243,0.294137783739753,0.01087542485982873,0.036973913114987905,0.3181692482565664,0.3253519459349382,0.007182697678371819,0.022076701148141184
44,solo_0045_vgg16_imagenet_bs32_1gpu_14bb04eb,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/vgg16_imagenet_bs32_1gpu.yaml,completed,0,3035.353127323993,9.899930458981544,smocc,0.2666666666666667,0.2807482014388489,0.014081534772182158,0.05015716823834872,0.421,0.422,0.0010000000000000009,0.0023696682464455,0.4266999999999999,0.427,0.000300000000000078,0.0007025761124123607,0.2306507959407092,0.2438911241992099,0.013240328258500716,0.05428786431639897,0.336254365651844,0.3434098314095147,0.007155465757670676,0.020836519817447552
27,solo_0028_resnet18_cifar100_bs128_20e_1gpu_ea09696b,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/resnet18_cifar100_bs128_20e_1gpu.yaml,completed,0,129.4071271569992,8.044537715992192,drama,0.075,0.0745,0.0005000000000000004,0.00671140939597316,0.0865999999999999,0.0875,0.0009000000000000952,0.010285714285715375,0.0665314758603105,0.0637443023010856,0.0027871735592248925,0.04372427744302765,0.0741828689650776,0.0733303063445021,0.0008525626205754949,0.011626333818519706,0.1728711577739659,0.1658534739613499,0.007017683812615999,0.042312552429570355
47,solo_0048_xception_imagenet_bs32_1gpu_b892e081,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/xception_imagenet_bs32_1gpu.yaml,completed,0,3005.0821303559933,8.900245321012335,smocc,0.2767692307692307,0.2858384615384615,0.009069230769230774,0.0317285179902581,0.422,0.426,0.0040000000000000036,0.009389671361502356,0.4307499999999999,0.431,0.0002500000000000835,0.0005800464037124907,0.2850026490393716,0.2991810455662532,0.014178396526881576,0.04739069114504378,0.3536304699521506,0.3605048767761787,0.006874406824028123,0.019068831704865213
9,solo_0010_efficientnet_imagenet_bs128_1gpu_c495ca3c,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs128_1gpu.yaml,completed,0,1682.8490802990127,8.214838965999661,drama,0.331825,0.3513819095477387,0.0195569095477387,0.05565713264211657,0.354,0.36,0.006000000000000005,0.016666666666666684,0.377,0.375,0.0020000000000000018,0.005333333333333338,0.3065398853359807,0.3097210702716496,0.0031811849356688793,0.010271128576685893,0.3423412213339951,0.349025744954847,0.006684523620851923,0.019151950013649253
15,solo_0016_inception_imagenet_bs64_1gpu_db9abfc5,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/inception_imagenet_bs64_1gpu.yaml,completed,0,3072.5587011459866,8.898236471985001,smocc,0.185170731707317,0.1889699999999999,0.0037992682926829002,0.02010513993058635,0.285,0.286,0.0010000000000000009,0.0034965034965035,0.292,0.301,0.009000000000000008,0.029900332225913647,0.1644516809583013,0.1771126391510137,0.012660958192712402,0.07148534544684378,0.2316556031664045,0.2382706597877534,0.006615056621348925,0.027762782993262708
23,solo_0024_mobilenet_cifar100_bs64_50e_1gpu_31f93c83,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/mobilenet_cifar100_bs64_50e_1gpu.yaml,completed,0,1082.9942204820109,8.12868988601258,smocc,0.0445277777777777,0.0392222222222222,0.005305555555555501,0.13526912181302986,0.0655,0.05,0.0155,0.31,0.079,0.0780499999999999,0.0009500000000001035,0.01217168481742607,0.0473917791760207,0.0430130087903332,0.0043787703856875,0.10180107155562645,0.0591048892384496,0.0525713077531388,0.006533581485310802,0.12428036821893043
11,solo_0012_efficientnet_imagenet_bs64_1gpu_98934577,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/efficientnet_imagenet_bs64_1gpu.yaml,completed,0,1698.974163564999,8.356203388990252,drama,0.314475,0.3283366834170855,0.01386168341708549,0.04221789436630515,0.328,0.329,0.0010000000000000009,0.0030395136778115527,0.34305,0.343,4.999999999999449e-05,0.0001457725947521705,0.2814130593792002,0.2926735950488799,0.011260535669679717,0.03847472358344823,0.3167345148448,0.3232525696164913,0.006518054771691317,0.020163968934336314
0,solo_0001_bert_base_wiki_bs32_1gpu_7b6b39ce,/home/ehyo/AEGIS/evaluation/workloads/training/specs/yaml/bert_base_wiki_bs32_1gpu.yaml,completed,0,908.3378549049958,15.384848839996266,smocc,0.254125,0.26643,0.01230500000000001,0.04618473895582333,0.2675,0.2715,0.0040000000000000036,0.014732965009208116,0.30405,0.309,0.00495000000000001,0.016019417475728187,0.2280343599028492,0.2323031733786158,0.004268813475766603,0.0183760446044753,0.2634273399757123,0.2698082933446539,0.0063809533689415665,0.023649952675066657
