metric,summary_window_seconds,reference_window_seconds,n,mean_abs_error,median_abs_error,p95_abs_error,mean_abs_relative_error
smact_mean,10.0,200.0,3,0.055746464372171546,0.04845299145299142,0.09767562701415158,0.10209221055397087
smact_mean,20.0,200.0,3,0.030192473132339654,0.02636965811965808,0.05834229368081825,0.055280316938883634
smact_mean,30.0,200.0,3,0.017822003732458458,0.01567521367521363,0.03194784923637371,0.03263693048474974
smact_mean,40.0,200.0,3,0.015338636089343235,0.015186475409835976,0.019932444805665694,0.028119255432113577
smact_mean,60.0,200.0,3,0.016250257240670345,0.01512918192918189,0.023624327142851776,0.029772274498610713
smact_mean,120.0,200.0,3,0.007770169404793544,0.007395324263637648,0.011579449336312097,0.014234891598128954
smact_mean,200.0,200.0,3,0.0,0.0,0.0,0.0
smact_median,5.0,200.0,3,0.35799999999999993,0.35200000000000004,0.6526000000000001,0.4426609638943109
smact_median,10.0,200.0,3,0.18300000000000002,0.17500000000000004,0.32665,0.22638591773154335
smact_median,20.0,200.0,3,0.04783333333333332,0.03599999999999992,0.09045000000000002,0.05943928596036821
smact_median,30.0,200.0,3,0.014500000000000032,0.01200000000000001,0.019650000000000067,0.01802389596648631
smact_median,40.0,200.0,3,0.008666666666666637,0.0050000000000000044,0.017149999999999964,0.010875158442456853
smact_median,60.0,200.0,3,0.00516666666666669,0.0050000000000000044,0.008600000000000007,0.006397208129456476
smact_median,120.0,200.0,3,0.0006666666666666673,0.0010000000000000009,0.0010000000000000009,0.0008329067352553144
smact_median,200.0,200.0,3,0.0,0.0,0.0,0.0
smact_p95,5.0,200.0,3,0.1037166666666665,0.0795999999999999,0.2071749999999996,0.11169273604938068
smact_p95,10.0,200.0,3,0.031733333333333204,0.012800000000000034,0.06796999999999964,0.03387413414900633
smact_p95,20.0,200.0,3,0.03363333333333322,0.0252,0.06988499999999967,0.035966019934301284
smact_p95,30.0,200.0,3,0.018416666666666526,0.005999999999999894,0.04087499999999965,0.019578401741222284
smact_p95,40.0,200.0,3,0.005049999999999888,0.006349999999999634,0.007024999999999959,0.0055888135943422896
smact_p95,60.0,200.0,3,0.016983333333333312,0.010700000000000043,0.033874999999999884,0.018229738294437883
smact_p95,120.0,200.0,3,0.0057166666666667405,0.0011500000000003174,0.013794999999999922,0.006542204676195902
smact_p95,200.0,200.0,3,0.0,0.0,0.0,0.0
smact_risk,5.0,200.0,3,0.14992643868752006,0.12729743974196173,0.2798876540020429,0.21703464414057938
smact_risk,10.0,200.0,3,0.0586374684833062,0.03821043284007564,0.11301502607915354,0.08467391001007461
smact_risk,20.0,200.0,3,0.023051970712580954,0.00828947225428367,0.05275465439193326,0.03306487809567709
smact_risk,30.0,200.0,3,0.008721275850997542,0.0031182516362197044,0.01862481294105448,0.01254529894698946
smact_risk,40.0,200.0,3,0.00549296063666745,0.0007864126563174034,0.013924131769638425,0.007901476354866975
smact_risk,60.0,200.0,3,0.010472546619140877,0.006233897303632552,0.020513250392149296,0.015111621743366924
smact_risk,120.0,200.0,3,0.0057051814884773915,0.0063364267796434115,0.0089422069412584,0.008209601986610504
smact_risk,200.0,200.0,3,0.0,0.0,0.0,0.0
smocc_ewma,5.0,200.0,3,0.010703728459292081,0.008628690534327216,0.015327013393921889,0.05991348081699574
smocc_ewma,10.0,200.0,3,0.011318602907515074,0.008406875003841408,0.0219787251591336,0.06509767414603666
smocc_ewma,20.0,200.0,3,0.010811690010684697,0.010963006555720717,0.015197000715804251,0.05682003854038705
smocc_ewma,30.0,200.0,3,0.00936460987982767,0.007946148497898209,0.012806420688258973,0.04984630436426849
smocc_ewma,40.0,200.0,3,0.007326595422934003,0.006124944494695611,0.009829233291557096,0.039158433926380944
smocc_ewma,60.0,200.0,3,0.005681275579922207,0.006108678358857117,0.006993867607556331,0.031203143066540356
smocc_ewma,120.0,200.0,3,0.00247186944539964,0.002062361564752896,0.004269378746750365,0.014922648395633148
smocc_ewma,200.0,200.0,3,0.0,0.0,0.0,0.0
smocc_mean,5.0,200.0,3,0.040542022275374956,0.04375213675213668,0.06979980383914813,0.2177687231434694
smocc_mean,10.0,200.0,3,0.01876424449759719,0.016252136752136687,0.033299803839148136,0.1011794440787724
smocc_mean,20.0,200.0,3,0.010852628335981024,0.007695092518101382,0.016244099415744614,0.05758845168336794
smocc_mean,30.0,200.0,3,0.006672741229623321,0.006572097865694987,0.008931799950503968,0.035006787979699104
smocc_mean,40.0,200.0,3,0.0045407484754285314,0.0052594529364440035,0.0057255354575788345,0.023680186482339393
smocc_mean,60.0,200.0,3,0.005573879811501074,0.005437851037850994,0.007217023916368209,0.02919203268194996
smocc_mean,120.0,200.0,3,0.0017838448827854347,0.0017380522450944902,0.003149080319950756,0.009609982120471951
smocc_mean,200.0,200.0,3,0.0,0.0,0.0,0.0
smocc_median,5.0,200.0,3,0.11599999999999999,0.11699999999999999,0.2178,0.4183361457976155
smocc_median,10.0,200.0,3,0.059000000000000004,0.0605,0.11045,0.21269786406479999
smocc_median,20.0,200.0,3,0.0040000000000000036,0.003500000000000003,0.006200000000000005,0.014238152469925408
smocc_median,30.0,200.0,3,0.0011666666666666676,0.0015000000000000013,0.0019500000000000016,0.004161894803233253
smocc_median,40.0,200.0,3,0.0013333333333333346,0.0005000000000000004,0.0027500000000000024,0.004522924401082224
smocc_median,60.0,200.0,3,0.002666666666666669,0.0030000000000000027,0.0039000000000000033,0.009023699917360798
smocc_median,120.0,200.0,3,0.0013333333333333346,0.0010000000000000009,0.002800000000000002,0.004448234364733073
smocc_median,200.0,200.0,3,0.0,0.0,0.0,0.0
smocc_p95,5.0,200.0,3,0.032483333333333385,0.031799999999999995,0.0376500000000001,0.10411921253156912
smocc_p95,10.0,200.0,3,0.011516666666666675,0.004200000000000037,0.024134999999999986,0.03544464803522939
smocc_p95,20.0,200.0,3,0.0016500000000000032,0.00035000000000001696,0.004085000000000005,0.005914133167938929
smocc_p95,30.0,200.0,3,0.004883333333333351,0.0020499999999999963,0.010825000000000029,0.014827767159824546
smocc_p95,40.0,200.0,3,0.005066666666666682,0.004300000000000026,0.009385000000000015,0.01547431410032679
smocc_p95,60.0,200.0,3,0.0027333333333333654,0.0022000000000000353,0.004945000000000033,0.008395792007828076
smocc_p95,120.0,200.0,3,0.0008500000000000174,0.0010000000000000009,0.0010000000000000009,0.0026886433118072667
smocc_p95,200.0,200.0,3,0.0,0.0,0.0,0.0
smocc_risk,5.0,200.0,3,0.04568518854307523,0.04574521631567602,0.08055087454277486,0.1984307285173519
smocc_risk,10.0,200.0,3,0.01916761459901749,0.012316357060603716,0.034303736371179644,0.08320273990992215
smocc_risk,20.0,200.0,3,0.0037006419998855677,0.00536563425736758,0.005574171699603408,0.015517345486625178
smocc_risk,30.0,200.0,3,0.00308794328368119,0.0012981897152714028,0.007266492450925726,0.012017303490868053
smocc_risk,40.0,200.0,3,0.00095200841906574,0.00040332539147949764,0.0019641441603697376,0.0037241319782805086
smocc_risk,60.0,200.0,3,0.003288788847855837,0.00362019436255942,0.0037985317701445336,0.013684144559353151
smocc_risk,120.0,200.0,3,0.0009187177354683385,0.00045010345246182526,0.0019283647666752583,0.004070477730271581
smocc_risk,200.0,200.0,3,0.0,0.0,0.0,0.0
