workload_id,run_id,spec_path,run_dir,gpu_count,cuda_visible_devices,assigned_gpu_a_index,assigned_gpu_b_index,assigned_gpu_a_uuid,assigned_gpu_b_uuid,elapsed_seconds_index,elapsed_seconds_time_json,training_loop_time_s,end_to_end_time_s,exit_code,gpu_memory_requirement_mib,faketensor_estimate,summary_exists,summary_path,faketensor_path,dcgm_effective_memory_anchor_timestamp,dcgm_log_start_timestamp,first_dcgm_activity_after_memory_timestamp,first_dcgm_activity_timestamp,first_memory_anchor_timestamp,gpu_memory_peak_200s_mib,gpu_memory_peak_full_mib,memory_to_dcgm_activity_lag_s,memory_to_dcgm_sample_lag_s,nvidia_log_start_timestamp,profile_anchor,profile_anchor_found
mnist_bs32_1gpu,2026-06-16_14-21-18_48018cb6,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mnist_bs32_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mnist_bs32_1gpu/2026-06-16_14-21-18_48018cb6,1,2,2,,GPU-3b3c2291-7688-7cd4-ec0a-cdb638dd10e7,,242.369368,242.36936766188592,228.27,234.51,0,1098,0.0363,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mnist_bs32_1gpu/2026-06-16_14-21-18_48018cb6/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mnist_bs32_1gpu/2026-06-16_14-21-18_48018cb6/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T14:21:25.956000,808.0,808.0,,,2026-06-16T14:21:19.169000,first-memory,True
mobilenet_cifar100_bs128_20e_1gpu,2026-06-16_14-21-01_ec788e9c,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_cifar100_bs128_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs128_20e_1gpu/2026-06-16_14-21-01_ec788e9c,1,3,3,,GPU-a4f5bfcd-5a1a-e006-fcb4-cc25d681f4ea,,326.789823,326.78982323175296,313.72,318.05,0,634,0.048,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs128_20e_1gpu/2026-06-16_14-21-01_ec788e9c/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs128_20e_1gpu/2026-06-16_14-21-01_ec788e9c/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T14:21:09.295000,338.0,338.0,,,2026-06-16T14:21:01.432000,first-memory,True
mobilenet_cifar100_bs128_50e_1gpu,2026-06-16_16-00-07_f32a350a,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_cifar100_bs128_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs128_50e_1gpu/2026-06-16_16-00-07_f32a350a,1,0,0,,GPU-ea93b842-ff46-a040-3e86-9292c61a6654,,774.890046,774.8900456111878,762.79,766.7,0,634,0.048,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs128_50e_1gpu/2026-06-16_16-00-07_f32a350a/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs128_50e_1gpu/2026-06-16_16-00-07_f32a350a/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T16:00:14.943000,338.0,338.0,,,2026-06-16T16:00:08.146000,first-memory,True
mobilenet_cifar100_bs32_20e_1gpu,2026-06-16_16-31-00_fb0d0241,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_cifar100_bs32_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs32_20e_1gpu/2026-06-16_16-31-00_fb0d0241,1,1,1,,GPU-2bd2c45d-9e92-653b-8ea2-406dc6ad138f,,1222.438446,1222.4384463126771,1209.85,1213.75,0,592,0.0148,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs32_20e_1gpu/2026-06-16_16-31-00_fb0d0241/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs32_20e_1gpu/2026-06-16_16-31-00_fb0d0241/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T16:31:08.194000,344.0,344.0,,,2026-06-16T16:31:00.252000,first-memory,True
mobilenet_cifar100_bs32_50e_1gpu,2026-06-16_14-25-21_44dc9289,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_cifar100_bs32_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs32_50e_1gpu/2026-06-16_14-25-21_44dc9289,1,2,2,,GPU-3b3c2291-7688-7cd4-ec0a-cdb638dd10e7,,3186.422966,3186.4229661813006,3173.83,3177.82,0,592,0.0148,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs32_50e_1gpu/2026-06-16_14-25-21_44dc9289/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs32_50e_1gpu/2026-06-16_14-25-21_44dc9289/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T14:25:29.473000,344.0,344.0,,,2026-06-16T14:25:21.599000,first-memory,True
mobilenet_cifar100_bs64_20e_1gpu,2026-06-16_14-26-28_f3207c60,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_cifar100_bs64_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs64_20e_1gpu/2026-06-16_14-26-28_f3207c60,1,3,3,,GPU-a4f5bfcd-5a1a-e006-fcb4-cc25d681f4ea,,672.476242,672.4762423890643,660.12,664.05,0,602,0.0253,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs64_20e_1gpu/2026-06-16_14-26-28_f3207c60/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs64_20e_1gpu/2026-06-16_14-26-28_f3207c60/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T14:26:35.082000,424.0,424.0,,,2026-06-16T14:26:28.295000,first-memory,True
mobilenet_cifar100_bs64_50e_1gpu,2026-06-16_16-13-02_d74f4954,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_cifar100_bs64_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs64_50e_1gpu/2026-06-16_16-13-02_d74f4954,1,0,0,,GPU-ea93b842-ff46-a040-3e86-9292c61a6654,,1474.541728,1474.5417279880494,1462.26,1466.25,0,602,0.0253,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs64_50e_1gpu/2026-06-16_16-13-02_d74f4954/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_cifar100_bs64_50e_1gpu/2026-06-16_16-13-02_d74f4954/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T16:13:09.894000,424.0,424.0,,,2026-06-16T16:13:03.133000,first-memory,True
mobilenet_imagenet_bs32_1gpu,2026-06-16_12-15-56_e9d48a67,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_imagenet_bs32_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_imagenet_bs32_1gpu/2026-06-16_12-15-56_e9d48a67,1,0,0,,GPU-ea93b842-ff46-a040-3e86-9292c61a6654,,3219.570308,3219.5703082759865,3207.93,3212.37,0,3356,2.3684,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_imagenet_bs32_1gpu/2026-06-16_12-15-56_e9d48a67/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_imagenet_bs32_1gpu/2026-06-16_12-15-56_e9d48a67/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T12:16:02.726000,3032.0,3034.0,,,2026-06-16T12:15:57.139000,first-memory,True
mobilenet_imagenet_bs64_1gpu,2026-06-16_16-51-22_d674cc3b,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/mobilenet_imagenet_bs64_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_imagenet_bs64_1gpu/2026-06-16_16-51-22_d674cc3b,1,1,1,,GPU-2bd2c45d-9e92-653b-8ea2-406dc6ad138f,,2561.909148,2561.909147899598,2548.31,2553.39,0,6164,4.732,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_imagenet_bs64_1gpu/2026-06-16_16-51-22_d674cc3b/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/mobilenet_imagenet_bs64_1gpu/2026-06-16_16-51-22_d674cc3b/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T16:51:29.504000,5776.0,5778.0,,,2026-06-16T16:51:22.784000,first-memory,True
resnet18_cifar100_bs128_20e_1gpu,2026-06-16_15-18-27_46b383fc,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet18_cifar100_bs128_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs128_20e_1gpu/2026-06-16_15-18-27_46b383fc,1,2,2,,GPU-3b3c2291-7688-7cd4-ec0a-cdb638dd10e7,,188.274187,188.27418665681037,176.5,179.84,0,852,0.0911,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs128_20e_1gpu/2026-06-16_15-18-27_46b383fc/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs128_20e_1gpu/2026-06-16_15-18-27_46b383fc/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T15:18:35.983000,514.0,514.0,,,2026-06-16T15:18:28.139000,first-memory,True
resnet18_cifar100_bs128_50e_1gpu,2026-06-16_14-37-40_87630634,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet18_cifar100_bs128_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs128_50e_1gpu/2026-06-16_14-37-40_87630634,1,3,3,,GPU-a4f5bfcd-5a1a-e006-fcb4-cc25d681f4ea,,456.299195,456.299194522202,444.68,447.96,0,852,0.0911,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs128_50e_1gpu/2026-06-16_14-37-40_87630634/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs128_50e_1gpu/2026-06-16_14-37-40_87630634/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T14:37:48.773000,514.0,514.0,,,2026-06-16T14:37:40.880000,first-memory,True
resnet18_cifar100_bs32_20e_1gpu,2026-06-16_16-37-37_d3d5ca40,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet18_cifar100_bs32_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs32_20e_1gpu/2026-06-16_16-37-37_d3d5ca40,1,0,0,,GPU-ea93b842-ff46-a040-3e86-9292c61a6654,,688.656616,688.6566161108203,677.32,680.58,0,790,0.0527,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs32_20e_1gpu/2026-06-16_16-37-37_d3d5ca40/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs32_20e_1gpu/2026-06-16_16-37-37_d3d5ca40/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T16:37:44.490000,494.0,494.0,,,2026-06-16T16:37:37.773000,first-memory,True
resnet18_cifar100_bs32_50e_1gpu,2026-06-16_17-34-04_8ce1d1db,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet18_cifar100_bs32_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs32_50e_1gpu/2026-06-16_17-34-04_8ce1d1db,1,1,1,,GPU-2bd2c45d-9e92-653b-8ea2-406dc6ad138f,,1755.658866,1755.6588664278388,1743.93,1747.2,0,790,0.0527,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs32_50e_1gpu/2026-06-16_17-34-04_8ce1d1db/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs32_50e_1gpu/2026-06-16_17-34-04_8ce1d1db/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T17:34:11.553000,494.0,494.0,,,2026-06-16T17:34:04.766000,first-memory,True
resnet18_cifar100_bs64_20e_1gpu,2026-06-16_15-21-36_ac3ae2e0,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet18_cifar100_bs64_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs64_20e_1gpu/2026-06-16_15-21-36_ac3ae2e0,1,2,2,,GPU-3b3c2291-7688-7cd4-ec0a-cdb638dd10e7,,333.934826,333.9348258180544,322.37,325.68,0,798,0.0652,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs64_20e_1gpu/2026-06-16_15-21-36_ac3ae2e0/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs64_20e_1gpu/2026-06-16_15-21-36_ac3ae2e0/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T15:21:43.290000,514.0,514.0,,,2026-06-16T15:21:36.548000,first-memory,True
resnet18_cifar100_bs64_50e_1gpu,2026-06-16_14-45-17_619949df,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet18_cifar100_bs64_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs64_50e_1gpu/2026-06-16_14-45-17_619949df,1,3,3,,GPU-a4f5bfcd-5a1a-e006-fcb4-cc25d681f4ea,,826.386205,826.3862052657641,814.6,817.87,0,798,0.0652,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs64_50e_1gpu/2026-06-16_14-45-17_619949df/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet18_cifar100_bs64_50e_1gpu/2026-06-16_14-45-17_619949df/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T14:45:24.039000,514.0,514.0,,,2026-06-16T14:45:17.250000,first-memory,True
